mutation1	101	101	2800	27.7228	27.7228
mutation2	101	101	4220	41.7822	41.7822
mutation3	101	101	2660	26.3366	26.3366
mutation4	101	101	3120	30.8911	30.8911
mutation5	101	101	3780	37.4257	37.4257
mutation6	101	101	3780	37.4257	37.4257
mutation7	101	101	3940	39.0099	39.0099
mutation8	101	101	4800	47.5248	47.5248
mutation9	101	101	3580	35.4455	35.4455
mutation10	101	101	3340	33.0693	33.0693
mutation11	101	101	2480	24.5545	24.5545
mutation12	101	101	4520	44.7525	44.7525
mutation13	101	101	3140	31.0891	31.0891
mutation14	101	101	4740	46.9307	46.9307
mutation15	101	101	5060	50.099	50.099
mutation16	101	101	4540	44.9505	44.9505
mutation17	101	101	3160	31.2871	31.2871
mutation18	101	101	2820	27.9208	27.9208
mutation19	101	101	6240	61.7822	61.7822
mutation20	101	101	4860	48.1188	48.1188
mutation21	101	101	2860	28.3168	28.3168
mutation22	101	101	4200	41.5842	41.5842
mutation23	101	101	4500	44.5545	44.5545
mutation24	101	101	3860	38.2178	38.2178
mutation25	101	101	4020	39.802	39.802
mutation26	101	101	2420	23.9604	23.9604
mutation27	101	101	4040	40	40
mutation28	101	101	3620	35.8416	35.8416
mutation29	101	101	3900	38.6139	38.6139
mutation30	101	101	5060	50.099	50.099
mutation31	101	101	3280	32.4752	32.4752
mutation32	101	101	2140	21.1881	21.1881
mutation33	101	101	3280	32.4752	32.4752
mutation34	101	101	5340	52.8713	52.8713
mutation35	101	101	3160	31.2871	31.2871
mutation36	101	101	3020	29.901	29.901
mutation37	101	101	4600	45.5446	45.5446
mutation38	101	101	3880	38.4158	38.4158
mutation39	101	101	3840	38.0198	38.0198
mutation40	101	101	2860	28.3168	28.3168
mutation41	101	101	2720	26.9307	26.9307
mutation42	101	101	2220	21.9802	21.9802
mutation43	101	101	3020	29.901	29.901
mutation44	101	101	4480	44.3564	44.3564
mutation45	101	101	4160	41.1881	41.1881
mutation46	101	101	4540	44.9505	44.9505
mutation47	101	101	3220	31.8812	31.8812
mutation48	101	101	3220	31.8812	31.8812
mutation49	101	101	3940	39.0099	39.0099
mutation50	101	101	4440	43.9604	43.9604
mutation51	101	101	2020	20	20
mutation52	101	101	6240	61.7822	61.7822
mutation53	101	101	2360	23.3663	23.3663
mutation54	101	101	4160	41.1881	41.1881
mutation55	101	101	3600	35.6436	35.6436
mutation56	101	101	3900	38.6139	38.6139
mutation57	101	101	2900	28.7129	28.7129
mutation58	101	101	3760	37.2277	37.2277
mutation59	101	101	6840	67.7228	67.7228
mutation60	101	101	5660	56.0396	56.0396
mutation61	101	101	4600	45.5446	45.5446
mutation62	101	101	2360	23.3663	23.3663
mutation63	101	101	3480	34.4554	34.4554
mutation64	101	101	3720	36.8317	36.8317
mutation65	101	101	4760	47.1287	47.1287
mutation66	101	101	4980	49.3069	49.3069
mutation67	101	101	4960	49.1089	49.1089
mutation68	101	101	3320	32.8713	32.8713
mutation69	101	101	2540	25.1485	25.1485
mutation70	101	101	4860	48.1188	48.1188
mutation71	101	101	3420	33.8614	33.8614
mutation72	101	101	4480	44.3564	44.3564
mutation73	101	101	3680	36.4356	36.4356
mutation74	101	101	4540	44.9505	44.9505
mutation75	101	101	3660	36.2376	36.2376
mutation76	101	101	3620	35.8416	35.8416
mutation77	101	101	3640	36.0396	36.0396
mutation78	101	101	2420	23.9604	23.9604
mutation79	101	101	4140	40.9901	40.9901
mutation80	101	101	3060	30.297	30.297
mutation81	101	101	4820	47.7228	47.7228
mutation82	101	101	4540	44.9505	44.9505
mutation83	101	101	5080	50.297	50.297
mutation84	101	101	4620	45.7426	45.7426
mutation85	101	101	4240	41.9802	41.9802
mutation86	101	101	4100	40.5941	40.5941
mutation87	101	101	2000	19.802	19.802
mutation88	101	101	4060	40.198	40.198
mutation89	101	101	4140	40.9901	40.9901
mutation90	101	101	5740	56.8317	56.8317
mutation91	101	101	4660	46.1386	46.1386
mutation92	101	101	4600	45.5446	45.5446
mutation93	101	101	3840	38.0198	38.0198
mutation94	101	101	4060	40.198	40.198
mutation95	101	101	4540	44.9505	44.9505
mutation96	101	101	3320	32.8713	32.8713
mutation97	101	101	3120	30.8911	30.8911
mutation98	101	101	5020	49.703	49.703
mutation99	101	101	2640	26.1386	26.1386
mutation100	101	101	2660	26.3366	26.3366
mutation101	101	101	2220	21.9802	21.9802
mutation102	101	101	3200	31.6832	31.6832
mutation103	101	101	2140	21.1881	21.1881
mutation104	101	101	3100	30.6931	30.6931
mutation105	101	101	2120	20.9901	20.9901
mutation106	101	101	5220	51.6832	51.6832
mutation107	101	101	4620	45.7426	45.7426
