mutation1	101	0	0	0	0
mutation2	101	101	62.064	0.614496	0.614496
mutation3	101	101	76.9617	0.761997	0.761997
mutation4	101	101	36.7745	0.364104	0.364104
mutation5	101	101	51.1595	0.506529	0.506529
mutation6	101	101	2.0045	0.0198465	0.0198465
mutation7	101	101	72.7486	0.720283	0.720283
mutation8	101	101	98.7178	0.977404	0.977404
mutation9	101	101	5.63943	0.055836	0.055836
mutation10	101	101	15.8125	0.156559	0.156559
mutation11	101	101	24.7079	0.244632	0.244632
mutation12	101	101	69.0919	0.684078	0.684078
mutation13	101	101	34.0902	0.337526	0.337526
mutation14	101	101	89.9308	0.890404	0.890404
mutation15	101	101	79.8536	0.790629	0.790629
mutation16	101	101	49.5809	0.4909	0.4909
mutation17	101	101	72.7073	0.719874	0.719874
mutation18	101	0	0	0	0
mutation19	101	101	52.2107	0.516938	0.516938
mutation20	101	101	74.1743	0.734399	0.734399
mutation21	101	101	65.8648	0.652127	0.652127
mutation22	101	101	74.3115	0.735757	0.735757
mutation23	101	101	18.3735	0.181915	0.181915
mutation24	101	101	79.1352	0.783517	0.783517
mutation25	101	101	15.2157	0.150651	0.150651
mutation26	101	101	91.4369	0.905315	0.905315
mutation27	101	101	11.6363	0.115211	0.115211
mutation28	101	101	42.2131	0.417952	0.417952
mutation29	101	101	42.7596	0.423362	0.423362
mutation30	101	101	84.5738	0.837364	0.837364
mutation31	101	0	0	0	0
mutation32	101	0	0	0	0
mutation33	101	101	72.7987	0.72078	0.72078
mutation34	101	0	0	0	0
mutation35	101	101	68.6953	0.680151	0.680151
mutation36	101	0	0	0	0
mutation37	101	101	53.9894	0.534548	0.534548
mutation38	101	101	48.1662	0.476893	0.476893
mutation39	101	101	67.9078	0.672355	0.672355
mutation40	101	101	99.2553	0.982726	0.982726
mutation41	101	0	0	0	0
mutation42	101	101	73.1966	0.724719	0.724719
mutation43	101	101	96.5533	0.955973	0.955973
mutation44	101	0	0	0	0
mutation45	101	101	21.1774	0.209678	0.209678
mutation46	101	101	12.4287	0.123056	0.123056
mutation47	101	101	51.2389	0.507316	0.507316
mutation48	101	101	89.5631	0.886763	0.886763
mutation49	101	101	6.97275	0.0690371	0.0690371
mutation50	101	101	90.8806	0.899807	0.899807
mutation51	101	101	40.2562	0.398576	0.398576
mutation52	101	0	0	0	0
mutation53	101	101	0.384657	0.00380848	0.00380848
mutation54	101	101	55.4331	0.548842	0.548842
mutation55	101	101	88.9594	0.880786	0.880786
mutation56	101	101	34.12	0.337822	0.337822
mutation57	101	101	4.06948	0.0402919	0.0402919
mutation58	101	101	56.4536	0.558947	0.558947
mutation59	101	77	2.69419	0.0266751	0.0349895
mutation60	101	101	40.9928	0.405869	0.405869
mutation61	101	101	76.0408	0.752879	0.752879
mutation62	101	101	89.1945	0.883114	0.883114
mutation63	101	101	24.2403	0.240003	0.240003
mutation64	101	101	52.5936	0.520729	0.520729
mutation65	101	101	54.8782	0.543348	0.543348
mutation66	101	101	10.3979	0.10295	0.10295
mutation67	101	101	10.567	0.104624	0.104624
mutation68	101	101	33.9601	0.336238	0.336238
mutation69	101	101	53.5127	0.529829	0.529829
mutation70	101	63	58.195	0.576188	0.92373
mutation71	101	101	88.9608	0.8808	0.8808
mutation72	101	101	23.2192	0.229893	0.229893
mutation73	101	0	0	0	0
mutation74	101	101	61.7625	0.61151	0.61151
mutation75	101	0	0	0	0
mutation76	101	0	0	0	0
mutation77	101	101	89.3639	0.884791	0.884791
mutation78	101	101	77.5923	0.76824	0.76824
mutation79	101	0	0	0	0
mutation80	101	101	24.523	0.242802	0.242802
mutation81	101	0	0	0	0
mutation82	101	101	23.9499	0.237128	0.237128
mutation83	101	0	0	0	0
